,epoch,loss,categorical_accuracy
0,1.0,0.919971227645874,0.6177024245262146
1,2.0,0.7028629779815674,0.6999372243881226
2,3.0,0.5996877551078796,0.7865661978721619
3,4.0,0.5712557435035706,0.7733835577964783
4,5.0,0.5754423141479492,0.7966101765632629
5,6.0,0.5899789333343506,0.784055233001709
6,7.0,0.5912553071975708,0.7959824204444885
7,8.0,0.6406241059303284,0.7796609997749329
8,9.0,0.6589038968086243,0.7595731616020203
9,10.0,0.676715612411499,0.7815442681312561
10,11.0,0.6813318729400635,0.7853107452392578
11,12.0,0.7359429001808167,0.7865661978721619
12,13.0,0.8245323300361633,0.7871939539909363
13,14.0,0.7759646773338318,0.7915881872177124
14,15.0,0.8161121606826782,0.7953546643257141
15,16.0,0.8973879218101501,0.7821720242500305
16,17.0,0.8258110880851746,0.7758945226669312
17,18.0,0.9399923086166382,0.7959824204444885
18,19.0,0.8947227597236633,0.7758945226669312
19,20.0,0.9235309362411499,0.7815442681312561
20,21.0,1.0045435428619385,0.7890772223472595
21,22.0,1.094565510749817,0.7721280455589294
22,23.0,1.0318306684494019,0.7890772223472595
23,24.0,1.0444517135620117,0.7784055471420288
24,25.0,1.0180935859680176,0.7802887558937073
25,26.0,1.0358805656433105,0.7689893245697021
26,27.0,1.148300290107727,0.7689893245697021
27,28.0,1.1410717964172363,0.7683615684509277
28,29.0,1.0980759859085083,0.7815442681312561
29,30.0,1.1944018602371216,0.7721280455589294
